Date,Close
2000-09-12,0.873000026
2000-09-19,0.86650002
2000-09-26,0.893999994
2000-10-03,0.888000011
2000-10-10,0.884000003
2000-10-17,0.865999997
2000-10-24,0.847000003
2000-10-31,0.85860002
2000-11-07,0.870999992
2000-11-14,0.868499994
2000-11-21,0.856000006
2000-11-28,0.866100013
2000-12-05,0.89200002
2000-12-12,0.886900008
2000-12-19,0.902499974
2000-12-26,0.937900007
2001-01-02,0.954699993
2001-01-09,0.94630003
2001-01-16,0.947300017
2001-01-23,0.944199979
2001-01-30,0.922200024
2001-02-06,0.934000015
2001-02-13,0.934400022
2001-02-20,0.909500003
2001-02-27,0.912999988
2001-03-06,0.934400022
2001-03-13,0.919799984
2001-03-20,0.908800006
2001-03-27,0.89410001
2001-04-03,0.896799982
2001-04-10,0.888599992
2001-04-17,0.881900012
2001-04-24,0.892499983
2001-05-01,0.890299976
2001-05-08,0.881299973
2001-05-15,0.876800001
2001-05-22,0.863799989
2001-05-29,0.854600012
2001-06-05,0.851199985
2001-06-12,0.848200023
2001-06-19,0.852500021
2001-06-26,0.861800015
2001-07-03,0.846800029
2001-07-10,0.853600025
2001-07-17,0.85769999
2001-07-24,0.874100029
2001-07-31,0.874199986
2001-08-07,0.876299977
2001-08-14,0.902100027
2001-08-21,0.912400007
2001-08-28,0.910700023
2001-09-04,0.885800004
2001-09-11,0.906700015
2001-09-18,0.924899995
2001-09-25,0.920700014
2001-10-02,0.916700006
2001-10-09,0.91140002
2001-10-16,0.906599998
2001-10-23,0.888800025
2001-10-30,0.903199971
2001-11-06,0.895900011
2001-11-13,0.880200028
2001-11-20,0.882099986
2001-11-27,0.881600022
2001-12-04,0.889699996
2001-12-11,0.891300023
2001-12-18,0.899600029
2001-12-25,0.87349999
2002-01-01,0.887799978
2002-01-08,0.889900029
2002-01-15,0.881799996
2002-01-22,0.883700013
2002-01-29,0.862999976
2002-02-05,0.86589998
2002-02-12,0.875199974
2002-02-19,0.875
2002-02-26,0.863099992
2002-03-05,0.871200025
2002-03-12,0.875899971
2002-03-19,0.879700005
2002-03-26,0.873899996
2002-04-02,0.876299977
2002-04-09,0.878099978
2002-04-16,0.879700005
2002-04-23,0.886600018
2002-04-30,0.898999989
2002-05-07,0.913500011
2002-05-14,0.901000023
2002-05-21,0.91900003
2002-05-28,0.92839998
2002-06-04,0.940800011
2002-06-11,0.947000027
2002-06-18,0.947399974
2002-06-25,0.973800004
2002-07-02,0.980400026
2002-07-09,0.991400003
2002-07-16,1.005200028
2002-07-23,0.983799994
2002-07-30,0.98210001
2002-08-06,0.963199973
2002-08-13,0.980099976
2002-08-20,0.977800012
2002-08-27,0.9824
2002-09-03,0.995899975
2002-09-10,0.974799991
2002-09-17,0.967499971
2002-09-24,0.977900028
2002-10-01,0.98150003
2002-10-08,0.974399984
2002-10-15,0.977999985
2002-10-22,0.976400018
2002-10-29,0.982599974
2002-11-05,0.997699976
2002-11-12,1.009699941
2002-11-19,1.001600027
2002-11-26,0.991400003
2002-12-03,0.995000005
2002-12-10,1.008900046
2002-12-17,1.024600029
2002-12-24,1.02699995
2002-12-31,1.047099948
2003-01-07,1.038400054
2003-01-14,1.054100037
2003-01-21,1.069200039
2003-01-28,1.07980001
2003-02-04,1.085899949
2003-02-11,1.071799994
2003-02-18,1.067399979
2003-02-25,1.075600028
2003-03-04,1.087299943
2003-03-11,1.103899956
2003-03-18,1.059599996
2003-03-25,1.062100053
2003-04-01,1.085999966
